phase294_variant_id,continuation_family_id,continuation_family,selection_rule,primary_pressure_column,secondary_pressure_column,interaction_column,primary_threshold_quantile,secondary_threshold_quantile,interaction_threshold_quantile,spread_state,market_bucket,side_mode,exit_horizon_ticks,selected_event_rows,symbols,trade_dates,uses_top5,uses_levels_2_to_5,l1_only_variant,uses_net_edge_as_live_mask,annualized_denominator,strategy_replay_allowed,paper_or_live_acceptance_allowed,deployable_profitability_claim_allowed
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_NOTWIDE_OPEN_ORIG_H5,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.35,NOTWIDE,OPEN,ORIG,5,132,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_NOTWIDE_OPEN_ORIG_H8,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.35,NOTWIDE,OPEN,ORIG,8,132,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_NOTWIDE_OPEN_ORIG_H13,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.35,NOTWIDE,OPEN,ORIG,13,132,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H5,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.35,NOTWIDE,NONOPEN,PRESSURE_SIGN_CONT,5,155,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H8,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.35,NOTWIDE,NONOPEN,PRESSURE_SIGN_CONT,8,155,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H13,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.35,NOTWIDE,NONOPEN,PRESSURE_SIGN_CONT,13,155,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_NOTWIDE_NONOPEN_ORIG_H5,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.35,NOTWIDE,NONOPEN,ORIG,5,155,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_NOTWIDE_NONOPEN_ORIG_H8,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.35,NOTWIDE,NONOPEN,ORIG,8,155,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I35_NOTWIDE_NONOPEN_ORIG_H13,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.35,NOTWIDE,NONOPEN,ORIG,13,155,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H5,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.55,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,5,278,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H8,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.55,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,8,278,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H13,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.55,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,13,278,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_ANYSPREAD_ALL_ORIG_H5,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.55,ANYSPREAD,ALL,ORIG,5,278,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_ANYSPREAD_ALL_ORIG_H8,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.55,ANYSPREAD,ALL,ORIG,8,278,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_ANYSPREAD_ALL_ORIG_H13,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.55,ANYSPREAD,ALL,ORIG,13,278,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_ANYSPREAD_OPEN_PRESSURE_SIGN_CONT_H5,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.55,ANYSPREAD,OPEN,PRESSURE_SIGN_CONT,5,110,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_ANYSPREAD_OPEN_PRESSURE_SIGN_CONT_H8,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.55,ANYSPREAD,OPEN,PRESSURE_SIGN_CONT,8,110,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_ANYSPREAD_OPEN_PRESSURE_SIGN_CONT_H13,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.55,ANYSPREAD,OPEN,PRESSURE_SIGN_CONT,13,110,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_ANYSPREAD_OPEN_ORIG_H5,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.55,ANYSPREAD,OPEN,ORIG,5,110,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_ANYSPREAD_OPEN_ORIG_H8,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.55,ANYSPREAD,OPEN,ORIG,8,110,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_ANYSPREAD_OPEN_ORIG_H13,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.55,ANYSPREAD,OPEN,ORIG,13,110,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H5,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.55,ANYSPREAD,NONOPEN,PRESSURE_SIGN_CONT,5,168,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H8,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.55,ANYSPREAD,NONOPEN,PRESSURE_SIGN_CONT,8,168,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H13,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.55,ANYSPREAD,NONOPEN,PRESSURE_SIGN_CONT,13,168,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_ANYSPREAD_NONOPEN_ORIG_H5,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.55,ANYSPREAD,NONOPEN,ORIG,5,168,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_ANYSPREAD_NONOPEN_ORIG_H8,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.55,ANYSPREAD,NONOPEN,ORIG,8,168,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_ANYSPREAD_NONOPEN_ORIG_H13,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.55,ANYSPREAD,NONOPEN,ORIG,13,168,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H5,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.55,NOTWIDE,ALL,PRESSURE_SIGN_CONT,5,194,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H8,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.55,NOTWIDE,ALL,PRESSURE_SIGN_CONT,8,194,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_NOTWIDE_ALL_PRESSURE_SIGN_CONT_H13,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.55,NOTWIDE,ALL,PRESSURE_SIGN_CONT,13,194,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_NOTWIDE_ALL_ORIG_H5,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.55,NOTWIDE,ALL,ORIG,5,194,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_NOTWIDE_ALL_ORIG_H8,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.55,NOTWIDE,ALL,ORIG,8,194,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_NOTWIDE_ALL_ORIG_H13,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.55,NOTWIDE,ALL,ORIG,13,194,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_NOTWIDE_OPEN_PRESSURE_SIGN_CONT_H5,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.55,NOTWIDE,OPEN,PRESSURE_SIGN_CONT,5,102,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_NOTWIDE_OPEN_PRESSURE_SIGN_CONT_H8,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.55,NOTWIDE,OPEN,PRESSURE_SIGN_CONT,8,102,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_NOTWIDE_OPEN_PRESSURE_SIGN_CONT_H13,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.55,NOTWIDE,OPEN,PRESSURE_SIGN_CONT,13,102,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_NOTWIDE_OPEN_ORIG_H5,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.55,NOTWIDE,OPEN,ORIG,5,102,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_NOTWIDE_OPEN_ORIG_H8,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.55,NOTWIDE,OPEN,ORIG,8,102,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_NOTWIDE_OPEN_ORIG_H13,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.55,NOTWIDE,OPEN,ORIG,13,102,1,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H5,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.55,NOTWIDE,NONOPEN,PRESSURE_SIGN_CONT,5,92,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H8,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.55,NOTWIDE,NONOPEN,PRESSURE_SIGN_CONT,8,92,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_NOTWIDE_NONOPEN_PRESSURE_SIGN_CONT_H13,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.55,NOTWIDE,NONOPEN,PRESSURE_SIGN_CONT,13,92,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_NOTWIDE_NONOPEN_ORIG_H5,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.55,NOTWIDE,NONOPEN,ORIG,5,92,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_NOTWIDE_NONOPEN_ORIG_H8,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.55,NOTWIDE,NONOPEN,ORIG,8,92,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P35_S35_I55_NOTWIDE_NONOPEN_ORIG_H13,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.35,0.35,0.55,NOTWIDE,NONOPEN,ORIG,13,92,4,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P50_S45_I35_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H5,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.5,0.45,0.35,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,5,302,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P50_S45_I35_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H8,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.5,0.45,0.35,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,8,302,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P50_S45_I35_ANYSPREAD_ALL_PRESSURE_SIGN_CONT_H13,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.5,0.45,0.35,ANYSPREAD,ALL,PRESSURE_SIGN_CONT,13,302,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P50_S45_I35_ANYSPREAD_ALL_ORIG_H5,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.5,0.45,0.35,ANYSPREAD,ALL,ORIG,5,302,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P50_S45_I35_ANYSPREAD_ALL_ORIG_H8,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.5,0.45,0.35,ANYSPREAD,ALL,ORIG,8,302,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P50_S45_I35_ANYSPREAD_ALL_ORIG_H13,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.5,0.45,0.35,ANYSPREAD,ALL,ORIG,13,302,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P50_S45_I35_ANYSPREAD_OPEN_PRESSURE_SIGN_CONT_H5,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.5,0.45,0.35,ANYSPREAD,OPEN,PRESSURE_SIGN_CONT,5,116,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P50_S45_I35_ANYSPREAD_OPEN_PRESSURE_SIGN_CONT_H8,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.5,0.45,0.35,ANYSPREAD,OPEN,PRESSURE_SIGN_CONT,8,116,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P50_S45_I35_ANYSPREAD_OPEN_PRESSURE_SIGN_CONT_H13,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.5,0.45,0.35,ANYSPREAD,OPEN,PRESSURE_SIGN_CONT,13,116,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P50_S45_I35_ANYSPREAD_OPEN_ORIG_H5,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.5,0.45,0.35,ANYSPREAD,OPEN,ORIG,5,116,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P50_S45_I35_ANYSPREAD_OPEN_ORIG_H8,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.5,0.45,0.35,ANYSPREAD,OPEN,ORIG,8,116,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P50_S45_I35_ANYSPREAD_OPEN_ORIG_H13,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.5,0.45,0.35,ANYSPREAD,OPEN,ORIG,13,116,2,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P50_S45_I35_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H5,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.5,0.45,0.35,ANYSPREAD,NONOPEN,PRESSURE_SIGN_CONT,5,186,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P50_S45_I35_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H8,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.5,0.45,0.35,ANYSPREAD,NONOPEN,PRESSURE_SIGN_CONT,8,186,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P50_S45_I35_ANYSPREAD_NONOPEN_PRESSURE_SIGN_CONT_H13,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.5,0.45,0.35,ANYSPREAD,NONOPEN,PRESSURE_SIGN_CONT,13,186,3,8,1,1,0,0,fixed_initial_capital,0,0,0
P294_P294_CONSENSUS_DEPTH_CONT_P50_S45_I35_ANYSPREAD_NONOPEN_ORIG_H5,P294_CONSENSUS_DEPTH_CONT,consensus_depth_continuation,"top-five consensus and depth-beyond-L1 agreement, continuation side",abs_consensus_imbalance,abs_beyond_l1_imbalance,pressure_interaction,0.5,0.45,0.35,ANYSPREAD,NONOPEN,ORIG,5,186,3,8,1,1,0,0,fixed_initial_capital,0,0,0
